# Each column contains the run times for a given thread. They are, in order: 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12.
0.026318, 0.0135701, 0.0094578, 0.0069057, 0.0053737, 0.0046955, 0.0048673, 0.0042692, 0.0038194, 0.0034743, 0.0031729, 0.0041841
0.026437, 0.013735, 0.0097137, 0.0069214, 0.0058487, 0.0051497, 0.0048555, 0.0042849, 0.0038048, 0.0034655, 0.0031364, 0.0029156
0.0263089, 0.0139149, 0.0089987, 0.0070839, 0.0053893, 0.004735, 0.0045838, 0.004264, 0.0038234, 0.0034484, 0.0031702, 0.002899
0.0264268, 0.0151824, 0.0090871, 0.0069864, 0.0063585, 0.0048782, 0.0048945, 0.004297, 0.0038283, 0.0034675, 0.0031586, 0.0029787
0.0262931, 0.0135417, 0.0091244, 0.0076248, 0.0058637, 0.0056557, 0.0049217, 0.0043285, 0.0038507, 0.0034321, 0.0031453, 0.0030069
0.0263585, 0.0134979, 0.0090866, 0.0069097, 0.0057786, 0.0045179, 0.0047543, 0.0042888, 0.0038161, 0.0034393, 0.0043248, 0.0029089
0.0262783, 0.013389, 0.0091309, 0.0070122, 0.0061756, 0.0052764, 0.0048445, 0.0042951, 0.0038265, 0.0034431, 0.0031482, 0.0029078
0.0264754, 0.0134584, 0.0091613, 0.0075503, 0.0055359, 0.0050351, 0.0045126, 0.0042524, 0.0038136, 0.0034498, 0.00319, 0.0030811
0.0265917, 0.0136051, 0.0092148, 0.0069934, 0.0057594, 0.004542, 0.0048567, 0.0043176, 0.0038847, 0.0034626, 0.003163, 0.0028941
0.0264736, 0.0136695, 0.0091312, 0.0076415, 0.0054506, 0.0055778, 0.0046202, 0.0042662, 0.0038076, 0.0034352, 0.0031684, 0.0029048
0.0263817, 0.0158101, 0.0098486, 0.006951, 0.0059628, 0.0050697, 0.004837, 0.0042973, 0.0038562, 0.003479, 0.0031478, 0.0037351
0.0264698, 0.0151746, 0.0095999, 0.0070048, 0.0055979, 0.0055386, 0.0048762, 0.0042922, 0.003897, 0.0034602, 0.0031521, 0.0029091
0.0263882, 0.0134198, 0.0089877, 0.0068872, 0.0053751, 0.0047439, 0.004868, 0.0042847, 0.0038134, 0.0034551, 0.003164, 0.002911
0.0263075, 0.0132817, 0.0090967, 0.0069967, 0.0063905, 0.0048908, 0.004844, 0.004286, 0.0038241, 0.0036938, 0.0031516, 0.0029069
0.0263093, 0.0133625, 0.0090995, 0.0069317, 0.0061487, 0.004515, 0.0048225, 0.0041839, 0.0038325, 0.0034377, 0.0031532, 0.0028975
0.0262835, 0.0135632, 0.0090234, 0.0070753, 0.005401, 0.0046771, 0.0047101, 0.0042503, 0.0038207, 0.0034453, 0.0031479, 0.0028851
0.0265004, 0.0135234, 0.0099262, 0.0068111, 0.0055995, 0.0047042, 0.0048321, 0.0042502, 0.0042167, 0.003459, 0.0031544, 0.0028898
0.0262946, 0.0133766, 0.0090817, 0.0072206, 0.0054237, 0.0047513, 0.0046606, 0.0042554, 0.0038052, 0.0034431, 0.0032922, 0.0051224
0.0264545, 0.0143872, 0.0103199, 0.0068114, 0.0061412, 0.0045102, 0.0048656, 0.0042786, 0.0038016, 0.0034432, 0.0031413, 0.0029038
0.0263198, 0.0135676, 0.0090488, 0.0069129, 0.0054851, 0.0048973, 0.0047766, 0.0042914, 0.0038351, 0.0034312, 0.0031877, 0.0028827
0.0264204, 0.0134482, 0.0091374, 0.0068929, 0.005756, 0.0045092, 0.0048532, 0.0042865, 0.0038461, 0.0034392, 0.003156, 0.0029219
0.0264506, 0.0135649, 0.0091914, 0.0068691, 0.0057914, 0.0047848, 0.0043675, 0.004244, 0.0038102, 0.0034666, 0.0044746, 0.0030896
0.0262866, 0.0136609, 0.0091086, 0.0068406, 0.005802, 0.0054619, 0.0048662, 0.004277, 0.0038449, 0.0034778, 0.0031405, 0.0047637
0.0262961, 0.0155647, 0.0091889, 0.007106, 0.005415, 0.0047535, 0.0048634, 0.0042888, 0.0038517, 0.0034791, 0.0031555, 0.0029113
0.0263458, 0.0135076, 0.0091827, 0.0068753, 0.0062052, 0.0045621, 0.004817, 0.0042303, 0.0038166, 0.0034468, 0.0031533, 0.0029106
0.0264221, 0.0134283, 0.0089822, 0.006986, 0.0053891, 0.0049141, 0.0048018, 0.0042803, 0.0038427, 0.0034531, 0.0032047, 0.0031059
0.0263372, 0.0155324, 0.0092483, 0.0069124, 0.0054512, 0.0053076, 0.0048693, 0.0043587, 0.0038359, 0.0034606, 0.0031678, 0.0033391
0.026144, 0.0134135, 0.0091196, 0.0068162, 0.0056118, 0.0049819, 0.0048635, 0.0042742, 0.003828, 0.0035186, 0.00316, 0.0029106
0.0262237, 0.0134829, 0.0091375, 0.0066879, 0.0060036, 0.0047204, 0.0048393, 0.0041559, 0.0038138, 0.0034425, 0.0031355, 0.0029455
0.026224, 0.0133619, 0.0090668, 0.0069784, 0.005599, 0.0051716, 0.0047706, 0.0042643, 0.0038105, 0.0034377, 0.0039222, 0.0029099
0.0263515, 0.0141948, 0.0093297, 0.0069226, 0.0057962, 0.0045325, 0.004873, 0.0042991, 0.0038316, 0.0034432, 0.0031521, 0.0029202
0.0264918, 0.0144038, 0.0091903, 0.0080306, 0.0054572, 0.0047041, 0.0048631, 0.0043053, 0.003815, 0.0034745, 0.0031925, 0.0029801
0.026278, 0.0136298, 0.009073, 0.0068876, 0.0055525, 0.0055986, 0.0049046, 0.0042725, 0.0038108, 0.003456, 0.0031498, 0.0029513
0.0263014, 0.0135276, 0.0091626, 0.0068231, 0.005522, 0.0056674, 0.0048834, 0.0042914, 0.0038259, 0.0034502, 0.0031777, 0.0029192
0.0265357, 0.0136729, 0.0091498, 0.0069047, 0.006624, 0.0047956, 0.0048863, 0.0042887, 0.0038295, 0.0037143, 0.0033996, 0.002902
0.0262558, 0.013631, 0.0092438, 0.0068621, 0.0057891, 0.004492, 0.0048682, 0.0042823, 0.0038288, 0.0034387, 0.0031524, 0.0028986
