# The first column contains only the calculation times  in ms (power and sum done on the cpu), with 12threads, the second column contains the total cpu time with the same threads, the third column contains the total gpu times (with copy, malloc, etc) and the fourth column contains only the calculation times (power and sum done on the gpu) on the gpu. 
5.514, 5.517, 19.007, 0.5208
4.77, 4.774, 16.007, 0.521888
3.897, 3.901, 16.058, 0.521568
4.872, 4.876, 16.621, 0.521824
4.041, 4.045, 18.962, 0.521536
5.184, 5.188, 15.812, 0.521888
5.44, 5.444, 15.935, 0.520384
5.115, 5.118, 17.339, 0.52192
4.882, 4.885, 15.957, 0.521184
3.951, 3.955, 15.861, 0.521952
5.62, 5.624, 17.049, 0.521056
5.287, 5.291, 19.14, 0.52096
4.924, 4.927, 15.761, 0.521472
5.228, 5.23, 15.892, 0.521152
4.6, 4.603, 16.645, 0.522432
4.484, 4.488, 18.873, 0.520992
4.173, 4.177, 15.802, 0.52224
3.432, 3.436, 15.811, 0.521152
5.416, 5.418, 16.355, 0.521888
5.082, 5.085, 19.794, 0.52208
4.113, 4.116, 15.756, 0.521824
3.572, 3.575, 15.849, 0.521856
3.416, 3.419, 16.494, 0.52192
4.651, 4.654, 18.967, 0.522272
4.784, 4.787, 15.666, 0.521888
4.978, 4.981, 16.13, 0.521088
4.208, 4.212, 16.274, 0.521344
5.002, 5.005, 15.873, 0.521952
3.397, 3.4, 15.997, 0.5208
4.439, 4.442, 17.385, 0.52224
5.566, 5.57, 18.866, 0.52208
3.68, 3.687, 15.769, 0.520544
4.476, 4.479, 16.079, 0.522208
4.516, 4.52, 16.631, 0.522112
4.221, 4.225, 19.02, 0.522144
3.481, 3.485, 15.835, 0.522112
3.934, 3.938, 15.956, 0.520928
4.338, 4.341, 15.913, 0.521568
3.574, 3.578, 19.103, 0.522688
5.338, 5.342, 16.052, 0.521728
3.656, 3.66, 16.204, 0.521888
5.695, 5.698, 16.862, 0.52144
4.61, 4.614, 18.782, 0.520928
5.022, 5.025, 15.816, 0.521472
5.399, 5.402, 16.067, 0.521472
5.679, 5.683, 17.067, 0.52224
5.091, 5.094, 17.198, 0.521888
4.979, 4.982, 16.13, 0.5224
3.935, 3.939, 16.535, 0.522112
5.064, 5.068, 19.211, 0.521472
4.915, 4.919, 15.811, 0.521696
4.514, 4.518, 15.193, 0.52224
4.441, 4.444, 16.494, 0.52096
4.612, 4.614, 18.877, 0.521056
3.76, 3.763, 16.027, 0.780288
5.377, 5.38, 15.963, 0.520576
5.621, 5.624, 16.53, 0.52224
4.771, 4.773, 18.84, 0.521824
4.621, 4.624, 15.733, 0.521536
5.4, 5.404, 16.126, 0.521664
4.576, 4.58, 16.498, 0.522208
3.661, 3.665, 18.849, 0.521952
4.346, 4.349, 16.039, 0.521824
5.136, 5.139, 16.373, 0.741632
4.253, 4.256, 16.46, 0.522048
5.075, 5.078, 19.108, 0.522176
5.118, 5.122, 15.926, 0.5224
4.496, 4.5, 16.213, 0.5216
5.253, 5.257, 16.6, 0.52176
5.23, 5.235, 17.074, 0.525696
4.391, 4.395, 20.092, 0.520896
4.6, 4.604, 19.812, 0.525952
5.495, 5.499, 20.04, 0.522048
5.155, 5.158, 16.405, 0.521248
4.848, 4.852, 19.116, 0.521728
4.229, 4.233, 19.646, 0.52224
5.333, 5.337, 19.313, 0.522112
4.981, 4.985, 17.163, 0.669696
4.754, 4.757, 18.996, 0.52224
3.383, 3.388, 19.063, 0.520672
4.631, 4.635, 16.106, 0.52224
5.006, 5.01, 18.966, 0.521216
5.541, 5.545, 19.08, 0.52192
4.844, 4.847, 19.256, 0.521632
5.029, 5.033, 16.328, 0.522464
4.956, 4.96, 19.272, 0.72896
5.3, 5.303, 19.091, 0.521376
3.416, 3.418, 19.419, 0.522016
4.277, 4.281, 15.983, 0.520736
5.332, 5.335, 18.955, 0.52192
3.371, 3.374, 19.342, 0.521984
4.1, 4.104, 19.416, 0.521056
4.323, 4.327, 16.707, 0.52224
4.42, 4.423, 19.096, 0.521568
4.783, 4.787, 19.598, 0.522144
4.451, 4.455, 16.698, 0.522176
4.566, 4.57, 19.185, 0.521888
5.977, 5.98, 19.292, 0.524256
5.9, 5.904, 19.67, 0.521824
5.932, 5.936, 16.376, 0.521984
