# The first column contains the cpu time with 12 threads, and the second column contains the gpu times. 
0.0008782, 0.0010906
0.0010103, 0.001214
0.0012859, 0.0012025
0.0011529, 0.0011426
0.000828, 0.001267
0.0009948, 0.0011916
0.0009559, 0.0013341
0.0011, 0.0010861
0.0011518, 0.0010782
0.000928, 0.0011456
0.0008608, 0.0010551
0.0010187, 0.0011358
0.0008647, 0.0011232
0.0010085, 0.001083
0.0009879, 0.0010891
0.0010272, 0.0010914
0.0008478, 0.0012204
0.0008322, 0.0012548
0.0010356, 0.0013273
0.0009221, 0.0010863
0.0009681, 0.0010365
0.0009566, 0.00101
0.0009376, 0.0010512
0.0008483, 0.001124
0.0010129, 0.0014802
0.0011691, 0.0011073
0.0011341, 0.001176
0.0009143, 0.0011239
0.0010508, 0.0010971
0.0012834, 0.0012441
0.0010668, 0.0011588
0.0011461, 0.0012098
0.0007991, 0.0011219
0.0010005, 0.0011689
0.0010351, 0.0011159
0.0008074, 0.0012639
0.0010913, 0.0010809
0.000835, 0.0012062
0.0009797, 0.0011574
0.00137, 0.0010596
0.0011242, 0.001286
0.0012094, 0.001185
0.0008585, 0.0012194
0.0054998, 0.0015122
0.001299, 0.001299
0.0011633, 0.0013465
0.001138, 0.0012218
0.0011561, 0.001131
0.0009015, 0.0011606
0.0008957, 0.00106
0.0010229, 0.0012646
0.000975, 0.0011302
0.001028, 0.0013274
0.0010038, 0.0011367
0.0009575, 0.0011571
0.001073, 0.0012192
0.0010004, 0.0011006
0.0011405, 0.0011481
0.0009244, 0.0012325
0.0012434, 0.0012694
0.0010832, 0.0012066
0.0008085, 0.0011445
0.0008121, 0.0010845
0.0008316, 0.0012209
0.000958, 0.0011563
0.000987, 0.0012436
0.0012737, 0.0010581
0.0009984, 0.001051
0.0009867, 0.0011313
0.0010062, 0.0011192
0.0011293, 0.0011149
0.0009913, 0.0012943
0.000921, 0.0011311
0.0010227, 0.0011828
0.0011034, 0.0012388
0.0008516, 0.0011795
0.0009204, 0.0013396
0.0010003, 0.0010765
0.0010068, 0.0010839
0.0011763, 0.001121
0.0008923, 0.0010348
0.0011911, 0.0012139
0.0011259, 0.0011453
0.0007765, 0.0011439
0.0010523, 0.0011317
0.0009113, 0.0011675
0.0009764, 0.0013165
0.0009983, 0.0012604
0.0011433, 0.0011522
0.0008996, 0.0011497
0.0008235, 0.0010838
0.0008722, 0.0010549
0.0011327, 0.001113
0.001304, 0.0011239
0.0010052, 0.001061
0.0010172, 0.0011689
0.0010055, 0.001092
0.0008825, 0.0011668
0.0009161, 0.0011273
0.0011548, 0.0010967
