# The first column contains only the calculation times in ms (power and sum done on the cpu), with 12threads, the second column contains the total cpu time with the same threads, the third column contains the total gpu times (with copy, malloc, etc) and the fourth column contains only the calculation times (power and sum done on the gpu) on the gpu. 
14.766, 14.787, 177.086, 9.26253
6.928, 6.933, 47.912, 8.95027
8.237, 8.24, 46.267, 8.70106
5.855, 5.858, 48.826, 9.97917
5.673, 5.677, 46.549, 8.7015
6.307, 6.31, 49.511, 11.7588
6.293, 6.297, 40.215, 8.6999
7.591, 7.594, 47.058, 8.70026
5.985, 5.989, 46.749, 8.70102
5.308, 5.312, 39.78, 8.7001
5.822, 5.826, 46.357, 8.70048
6.05, 6.053, 46.283, 8.7007
6.248, 6.251, 39.866, 8.69981
6.137, 6.141, 46.54, 9.19968
6.216, 6.222, 46.216, 8.70042
9.689, 9.692, 51.15, 10.3685
5.64, 5.644, 40.695, 9.23328
6.773, 6.776, 47.199, 9.61789
7.788, 7.791, 47.593, 9.49469
6.084, 6.088, 39.85, 8.7
5.98, 5.983, 46.713, 8.7007
5.743, 5.746, 46.273, 8.7009
5.47, 5.473, 41.223, 9.71747
6.057, 6.06, 46.791, 8.95251
6.26, 6.264, 47.347, 9.47379
6.013, 6.017, 46.989, 8.94966
5.921, 5.924, 39.802, 8.69987
6.088, 6.092, 47.177, 8.70141
5.651, 5.655, 46.448, 8.69971
5.92, 5.925, 39.934, 8.70048
5.905, 5.908, 46.848, 8.70035
5.907, 5.911, 46.419, 8.6999
7.877, 7.881, 40.833, 8.70042
7.205, 7.209, 46.359, 8.70112
7.158, 7.161, 46.427, 8.7
6.02, 6.024, 46.543, 9.21994
6.01, 6.014, 46.321, 8.70003
5.952, 5.955, 46.534, 8.70115
5.685, 5.689, 46.381, 8.6999
6.173, 6.176, 40.55, 9.22509
5.865, 5.869, 46.507, 8.70006
5.867, 5.871, 47.361, 8.94771
5.867, 5.87, 41.413, 9.27357
5.493, 5.496, 47.94, 9.21181
5.988, 5.992, 46.287, 8.7
6.081, 6.085, 46.24, 9.21171
6.119, 6.122, 46.358, 8.6999
5.724, 5.727, 46.552, 9.21443
5.776, 5.78, 45.892, 8.6999
5.546, 5.55, 39.954, 8.70163
6.097, 6.1, 45.81, 8.70045
6.237, 6.24, 46.276, 8.70051
6.127, 6.131, 39.531, 8.7
6, 6.008, 46.359, 9.19974
5.918, 5.921, 48.452, 8.6999
6.292, 6.296, 41.549, 9.19488
6.022, 6.026, 47.994, 8.70054
7.798, 7.802, 50.442, 10.0444
6.047, 6.051, 47.557, 8.69994
7.749, 7.752, 49.397, 9.46966
8.001, 8.005, 47.664, 8.70147
7.432, 7.436, 47.332, 8.70032
7.772, 7.776, 47.878, 8.70077
7.711, 7.714, 48.107, 8.70038
8.075, 8.078, 49.131, 9.7432
6.091, 6.095, 43.738, 8.69994
6.231, 6.234, 47.135, 9.21069
7.576, 7.58, 45.947, 8.6999
7.751, 7.754, 40.435, 8.70029
5.515, 5.519, 46.439, 8.70093
5.741, 5.746, 46.15, 8.69997
7.277, 7.28, 40.636, 9.44058
5.884, 5.888, 45.356, 8.70013
7.375, 7.379, 46.097, 8.6999
7.8, 7.803, 40.448, 9.23853
6.033, 6.036, 44.999, 8.6999
6.745, 6.749, 46.964, 9.22845
5.918, 5.921, 46.826, 9.19539
7.807, 7.811, 46.793, 8.7016
5.926, 5.93, 46.086, 8.70016
6.019, 6.022, 46.66, 9.2247
7.321, 7.325, 40.043, 8.94547
5.712, 5.716, 46.074, 9.24387
6.319, 6.322, 46.015, 8.7
6.78, 6.783, 40.21, 9.47226
6.153, 6.157, 44.28, 8.7
6.094, 6.097, 46.661, 9.19923
7.664, 7.668, 45.286, 10.098
6.552, 6.555, 46.036, 9.50861
5.693, 5.696, 45.734, 8.6999
6.067, 6.07, 45.695, 8.69978
6.492, 6.496, 39.729, 9.21805
5.775, 5.781, 45.039, 8.70186
7.614, 7.618, 45.746, 8.70029
5.576, 5.58, 40.562, 9.19347
6.132, 6.136, 45.559, 9.23443
5.992, 5.996, 45.718, 8.70022
7.532, 7.536, 42.259, 8.95338
6.023, 6.027, 44.904, 8.70083
6.142, 6.146, 47.258, 9.47488
